1,4,3,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
2,4,10,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
3,4,14,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
4,4,1,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
5,4,11,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
6,4,7,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
7,4,13,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
8,4,5,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
9,4,2,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
10,4,6,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
11,4,12,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
12,4,8,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
13,4,4,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
14,4,9,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
15,5,3,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
16,5,10,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
17,5,14,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
18,5,1,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
19,5,11,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
20,5,7,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
21,5,13,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
22,5,5,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
23,5,2,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
24,5,6,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
25,5,12,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
26,5,8,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
27,5,4,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
28,5,9,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
29,6,3,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
30,6,10,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
31,6,14,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
32,6,1,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
33,6,11,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
34,6,7,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
35,6,13,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
36,6,5,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
37,6,2,FALSE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
38,6,6,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
39,6,12,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
40,6,8,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
41,6,4,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
42,6,9,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
43,7,3,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
44,7,10,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
45,7,14,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
46,7,1,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
47,7,11,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
48,7,7,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
49,7,13,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
50,7,5,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
51,7,2,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
52,7,6,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
53,7,12,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
54,7,8,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
55,7,4,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
56,7,9,TRUE,2017-05-04T20:18:23.092Z,2017-05-04T20:18:23.092Z
